step,loss,val_loss,val_ppl,lr,grad_norm,tok_per_sec,gpu_temp,vram_mb,elapsed_s,loss_scale,overflow,fwd_ms,bwd_ms,optim_ms,vram_real_mb
1240,4.497529,,,1.580367e-04,0.7121,2180.5,61.0,1139.5,4673.6,65536.0,0,1111.91,2613.48,18.12,2280.0
1250,4.443356,,,1.550000e-04,0.7295,2175.8,62.0,1139.5,4711.3,65536.0,0,1113.85,2618.86,17.63,2280.0
1260,4.436021,,,1.519634e-04,0.7149,2181.2,62.0,1139.5,4748.9,65536.0,0,1113.61,2610.83,17.67,2280.0
1270,4.485863,,,1.489280e-04,0.7307,2181.0,62.0,1139.5,4786.6,65536.0,0,1113.30,2610.13,18.29,2280.0
1280,4.593791,,,1.458954e-04,0.7046,2178.8,61.0,1139.5,4824.3,65536.0,0,1111.98,2612.30,17.62,2280.0
1290,4.536463,,,1.428667e-04,0.7332,2181.9,61.0,1139.5,4861.9,65536.0,0,1112.65,2610.60,17.56,2280.0
1300,4.522911,,,1.398434e-04,0.7101,2182.2,61.0,1139.5,4899.5,65536.0,0,1111.48,2610.89,17.63,2280.0
1310,4.471415,,,1.368267e-04,0.7038,2178.4,61.0,1139.5,4937.2,65536.0,0,1116.77,2612.18,17.61,2280.0
1320,4.473013,,,1.338180e-04,0.7408,2182.8,61.0,1139.5,4974.8,65536.0,0,1112.71,2608.97,17.64,2280.0
1330,4.403718,,,1.308185e-04,0.7677,2181.9,61.0,1139.5,5012.4,65536.0,0,1110.95,2612.40,17.57,2280.0
1340,4.346107,,,1.278297e-04,0.7434,2181.9,61.0,1139.5,5050.0,65536.0,0,1112.86,2609.58,17.61,2280.0
1350,4.532225,,,1.248528e-04,0.7183,2182.2,61.0,1139.5,5087.7,65536.0,0,1112.60,2609.66,17.63,2280.0
1360,4.464317,,,1.218891e-04,0.7601,2180.7,61.0,1139.5,5125.3,65536.0,0,1112.19,2610.97,17.49,2280.0
1370,4.443235,,,1.189400e-04,0.7224,2179.9,61.0,1139.5,5162.9,65536.0,0,1112.51,2611.90,17.56,2280.0
1380,4.502714,,,1.160066e-04,0.7636,2181.6,61.0,1139.5,5200.5,65536.0,0,1111.40,2611.43,17.66,2280.0
1390,4.504746,,,1.130904e-04,0.7774,2177.1,62.0,1139.5,5238.2,65536.0,0,1115.21,2616.24,17.67,2280.0
1400,4.515002,,,1.101925e-04,0.7170,2177.1,61.0,1139.5,5275.9,65536.0,0,1116.58,2612.69,17.60,2280.0
1410,4.513127,,,1.073143e-04,0.7149,2179.6,61.0,1139.5,5313.5,65536.0,0,1117.21,2609.26,17.54,2280.0
1420,4.336812,,,1.044571e-04,0.7355,2180.1,61.0,1139.5,5351.1,65536.0,0,1112.38,2613.79,17.53,2280.0
1430,4.519533,,,1.016219e-04,0.7282,2179.6,61.0,1139.5,5388.8,65536.0,0,1110.45,2616.48,17.67,2280.0
1440,4.383608,,,9.881024e-05,0.7496,2180.4,61.0,1139.5,5426.4,65536.0,0,1112.12,2613.59,17.66,2280.0
1450,4.435956,,,9.602318e-05,0.7226,2180.1,61.0,1139.5,5464.1,65536.0,0,1112.78,2613.50,17.54,2280.0
1460,4.336811,,,9.326200e-05,0.7590,2179.9,61.0,1139.5,5501.7,65536.0,0,1114.60,2611.89,17.67,2280.0
